Partition	Size	Members
5787_0	6	transcript/34372,transcript/32724,transcript/26384,transcript/28569,transcript/34179,transcript/27647
5788_0	2	transcript/30608,transcript/26710
5789_0	2	transcript/30798,transcript/27572
5790_0	5	transcript/30673,transcript/40432,transcript/27599,transcript/43059,transcript/56747
5791_0	2	transcript/29455,transcript/27612
5792_0	3	transcript/32504,transcript/27870,transcript/30579
5793_0	2	transcript/28923,transcript/23863
5794_0	2	transcript/50138,transcript/25430
5795_0	10	transcript/33214,transcript/27107,transcript/47886,transcript/33724,transcript/26239,transcript/29249,transcript/30229,transcript/34323,transcript/28540,transcript/29049
579_0	2	transcript/3046,transcript/2029
5796_0	5	transcript/29756,transcript/27175,transcript/29766,transcript/26943,transcript/30729
5797_0	2	transcript/29955,transcript/27367
5798_0	2	transcript/26516,transcript/34432
5799_0	4	transcript/29973,transcript/21155,transcript/23601,transcript/36330
5799_1	2	transcript/26277,transcript/26513
5800_0	5	transcript/25709,transcript/23732,transcript/33165,transcript/32495,transcript/26939
5801_0	4	transcript/32851,transcript/28376,transcript/26034,transcript/31013
5802_0	3	transcript/31626,transcript/28657,transcript/27113
5802_1	4	transcript/33024,transcript/33449,transcript/29199,transcript/24408
5804_0	6	transcript/30688,transcript/27517,transcript/33763,transcript/39450,transcript/29075,transcript/36716
5805_0	3	transcript/34691,transcript/27927,transcript/31346
580_0	1	transcript/2246
580_1	4	transcript/36697,transcript/38294,transcript/36970,transcript/34780
5806_0	2	transcript/25098,transcript/23847
5807_0	5	transcript/31814,transcript/66328,transcript/41102,transcript/58215,transcript/25786
5808_0	15	transcript/31616,transcript/32477,transcript/32673,transcript/40291,transcript/32958,transcript/30281,transcript/33711,transcript/33713,transcript/45520,transcript/33862,transcript/30809,transcript/29999,transcript/43075,transcript/32701,transcript/34725
5808_2	11	transcript/29355,transcript/38417,transcript/35013,transcript/43627,transcript/27050,transcript/29858,transcript/33909,transcript/37859,transcript/40220,transcript/33299,transcript/33544
5809_0	2	transcript/27337,transcript/29057
5811_0	2	transcript/28435,transcript/27498
5812_0	3	transcript/37711,transcript/27506,transcript/24783
5813_0	2	transcript/28076,transcript/27529
5814_0	2	transcript/29964,transcript/27564
5815_0	2	transcript/30552,transcript/28666
5816_0	3	transcript/35328,transcript/30288,transcript/29294
5817_0	3	transcript/26553,transcript/33372,transcript/38766
5817_1	7	transcript/52167,transcript/45252,transcript/41290,transcript/41292,transcript/44874,transcript/40683,transcript/46585
5818_0	2	transcript/27345,transcript/28739
5819_0	9	transcript/41196,transcript/34629,transcript/32750,transcript/32501,transcript/27362,transcript/39348,transcript/33369,transcript/38416,transcript/31353
5820_0	2	transcript/27724,transcript/29927
5821_0	4	transcript/32330,transcript/29748,transcript/33349,transcript/27866
5823_0	5	transcript/32560,transcript/22711,transcript/31018,transcript/27956,transcript/33879
5824_0	2	transcript/27322,transcript/32829
5825_0	3	transcript/40909,transcript/30862,transcript/27481
582_0	3	transcript/47802,transcript/2275,transcript/44556
5826_0	7	transcript/27758,transcript/28304,transcript/30511,transcript/31989,transcript/23835,transcript/29185,transcript/36052
5827_0	3	transcript/27880,transcript/46812,transcript/43677
5829_0	6	transcript/20797,transcript/27775,transcript/30858,transcript/41307,transcript/37541,transcript/30349
5829_9	4	transcript/36185,transcript/26834,transcript/42317,transcript/27527
5830_0	4	transcript/26554,transcript/32160,transcript/32765,transcript/26312
5831_0	2	transcript/26961,transcript/26701
5832_0	7	transcript/29420,transcript/34226,transcript/26608,transcript/33121,transcript/31058,transcript/31922,transcript/27007
5833_0	6	transcript/31483,transcript/31620,transcript/27376,transcript/27536,transcript/36604,transcript/29909
5834_0	2	transcript/30745,transcript/27615
5835_0	2	transcript/27657,transcript/31153
583_0	2	transcript/2297,transcript/2363
5836_0	5	transcript/29209,transcript/41375,transcript/29248,transcript/34342,transcript/28352
5837_0	2	transcript/33575,transcript/28530
5838_0	7	transcript/30017,transcript/27951,transcript/27382,transcript/32205,transcript/37582,transcript/34279,transcript/31779
5839_0	8	transcript/37084,transcript/27750,transcript/64215,transcript/41198,transcript/36584,transcript/41314,transcript/27412,transcript/26990
5840_0	3	transcript/27459,transcript/40372,transcript/35141
5842_0	3	transcript/29442,transcript/30397,transcript/32333
5843_0	2	transcript/31400,transcript/26418
5844_0	3	transcript/29302,transcript/27538,transcript/9532
5845_0	20	transcript/35652,transcript/31748,transcript/31442,transcript/4504,transcript/3946,transcript/32490,transcript/37239,transcript/33023,transcript/32497,transcript/35534,transcript/36241,transcript/40403,transcript/40694,transcript/34529,transcript/34247,transcript/30211,transcript/27690,transcript/31781,transcript/65701,transcript/42555
584_0	2	transcript/4655,transcript/6531
5846_0	2	transcript/29790,transcript/27816
5847_0	5	transcript/33260,transcript/30213,transcript/28367,transcript/34738,transcript/35666
5848_0	7	transcript/38805,transcript/35737,transcript/40278,transcript/42997,transcript/28522,transcript/31342,transcript/31934
5849_0	3	transcript/30232,transcript/33126,transcript/29976
5850_0	3	transcript/30871,transcript/26484,transcript/28410
5851_0	2	transcript/24310,transcript/27961
5852_0	4	transcript/27988,transcript/31852,transcript/28428,transcript/31806
5853_1	2	transcript/30433,transcript/28518
5854_0	3	transcript/33013,transcript/28624,transcript/32481
5855_0	4	transcript/28579,transcript/31202,transcript/27624,transcript/27973
585_0	3	transcript/3422,transcript/2184,transcript/2887
5856_0	2	transcript/27723,transcript/29131
5857_0	4	transcript/46881,transcript/27897,transcript/49187,transcript/39057
5858_0	3	transcript/34354,transcript/28634,transcript/28163
58_0	2	transcript/834,transcript/875
5859_0	2	transcript/28214,transcript/31576
5861_0	3	transcript/25906,transcript/35236,transcript/27416
5862_0	3	transcript/39514,transcript/26680,transcript/30158
5863_0	6	transcript/39061,transcript/32493,transcript/27182,transcript/32396,transcript/28789,transcript/28865
5864_0	5	transcript/43980,transcript/27689,transcript/41023,transcript/38233,transcript/42902
5864_2	3	transcript/46081,transcript/42047,transcript/53480
5865_0	4	transcript/28007,transcript/46770,transcript/43426,transcript/43620
5866_0	3	transcript/35564,transcript/26962,transcript/27317
5867_0	5	transcript/27677,transcript/31859,transcript/37200,transcript/33597,transcript/35555
5868_0	4	transcript/36349,transcript/37264,transcript/27704,transcript/42941
5869_0	2	transcript/29583,transcript/27757
5870_0	3	transcript/61783,transcript/27992,transcript/34608
5871_0	3	transcript/31521,transcript/28003,transcript/25395
5872_0	2	transcript/37992,transcript/28158
5873_0	4	transcript/31278,transcript/28986,transcript/30919,transcript/31531
5874_0	10	transcript/25403,transcript/34108,transcript/36152,transcript/28870,transcript/38023,transcript/41802,transcript/27673,transcript/35507,transcript/26828,transcript/31857
5875_0	2	transcript/28313,transcript/32725
5876_0	3	transcript/28494,transcript/35187,transcript/62789
5877_0	3	transcript/29944,transcript/30930,transcript/30436
5878_0	3	transcript/35779,transcript/27798,transcript/27231
5879_0	5	transcript/33513,transcript/27845,transcript/37368,transcript/30900,transcript/47820
5880_0	6	transcript/32525,transcript/31821,transcript/7149,transcript/27701,transcript/36133,transcript/28000
5881_0	3	transcript/27122,transcript/28228,transcript/39427
5882_0	10	transcript/28703,transcript/42744,transcript/31221,transcript/43234,transcript/31331,transcript/28606,transcript/30630,transcript/62520,transcript/37046,transcript/34929
5883_0	3	transcript/29061,transcript/32356,transcript/28368
5884_0	8	transcript/43971,transcript/37258,transcript/41705,transcript/29071,transcript/38342,transcript/31364,transcript/40551,transcript/40305
5885_0	2	transcript/28628,transcript/27558
588_0	5	transcript/2854,transcript/2937,transcript/4395,transcript/3417,transcript/6116
588_1	5	transcript/3664,transcript/46868,transcript/2835,transcript/2340,transcript/2866
5886_0	2	transcript/28025,transcript/32737
5887_0	5	transcript/33041,transcript/41665,transcript/32189,transcript/28150,transcript/34052
5888_0	2	transcript/28193,transcript/29589
5889_0	4	transcript/30646,transcript/36417,transcript/31651,transcript/28223
5890_0	5	transcript/35997,transcript/32562,transcript/31867,transcript/28335,transcript/37114
5891_0	2	transcript/31571,transcript/27753
5892_0	4	transcript/29568,transcript/27510,transcript/33402,transcript/27837
5892_2	2	transcript/46365,transcript/29562
5893_0	3	transcript/29785,transcript/37019,transcript/32347
5893_1	6	transcript/42750,transcript/31463,transcript/65725,transcript/33406,transcript/36627,transcript/27907
5894_1	3	transcript/30780,transcript/28031,transcript/35918
5895_0	2	transcript/28070,transcript/30990
589_0	3	transcript/3146,transcript/8205,transcript/2913
589_1	3	transcript/3062,transcript/2413,transcript/2516
5896_0	4	transcript/30106,transcript/28074,transcript/30441,transcript/42958
5897_0	2	transcript/33287,transcript/28301
5898_0	3	transcript/54854,transcript/25949,transcript/55151
5899_0	4	transcript/26672,transcript/33810,transcript/32624,transcript/28309
5900_0	8	transcript/28599,transcript/30850,transcript/43718,transcript/26746,transcript/36175,transcript/38699,transcript/30760,transcript/36112
5901_0	3	transcript/28899,transcript/37152,transcript/30774
5902_0	4	transcript/43534,transcript/42352,transcript/29010,transcript/36664
5903_0	2	transcript/21899,transcript/27305
5904_0	4	transcript/47442,transcript/51905,transcript/49669,transcript/58165
5905_0	2	transcript/44498,transcript/27720
5905_1	2	transcript/30782,transcript/33535
590_0	4	transcript/2619,transcript/2331,transcript/2350,transcript/2683
5906_0	7	transcript/33189,transcript/27813,transcript/30296,transcript/40433,transcript/36545,transcript/34542,transcript/41792
5907_0	3	transcript/32391,transcript/31497,transcript/23902
5908_0	3	transcript/32001,transcript/27834,transcript/33914
5908_2	1	transcript/36000
5909_0	2	transcript/28023,transcript/34036
5910_0	3	transcript/32761,transcript/28930,transcript/28102
5911_0	2	transcript/32694,transcript/28177
5912_0	3	transcript/9261,transcript/37431,transcript/28424
5913_0	3	transcript/31397,transcript/34414,transcript/28543
5914_0	2	transcript/146,transcript/6023
5915_0	2	transcript/26998,transcript/26148
591_0	2	transcript/4511,transcript/5622
591_1	4	transcript/5641,transcript/6356,transcript/6016,transcript/2329
591_8	4	transcript/10332,transcript/8759,transcript/8888,transcript/7871
5916_0	5	transcript/26749,transcript/35031,transcript/32173,transcript/37042,transcript/33969
5917_0	2	transcript/33337,transcript/28001
5918_0	2	transcript/28004,transcript/31881
5919_0	2	transcript/32420,transcript/28245
5920_0	4	transcript/28447,transcript/30362,transcript/29132,transcript/37803
5921_0	3	transcript/28714,transcript/44414,transcript/43726
5922_0	5	transcript/29868,transcript/20331,transcript/37276,transcript/33371,transcript/31772
5923_0	7	transcript/30520,transcript/27777,transcript/38124,transcript/31928,transcript/28679,transcript/30072,transcript/40595
5924_0	4	transcript/35421,transcript/31621,transcript/34069,transcript/28830
5925_0	3	transcript/29309,transcript/32419,transcript/50149
592_0	2	transcript/27101,transcript/2346
5926_0	7	transcript/31747,transcript/40154,transcript/46622,transcript/24676,transcript/25522,transcript/61506,transcript/30379
5928_0	4	transcript/32999,transcript/28734,transcript/54957,transcript/29416
5930_0	2	transcript/27881,transcript/30007
5931_0	2	transcript/31938,transcript/28103
5932_0	2	transcript/28311,transcript/29663
5932_2	1	transcript/3439
5933_0	2	transcript/28393,transcript/30968
5934_0	5	transcript/34902,transcript/30694,transcript/23609,transcript/33145,transcript/29953
5935_0	3	transcript/25733,transcript/26143,transcript/28784
5936_0	5	transcript/39014,transcript/40072,transcript/42473,transcript/28066,transcript/40596
5938_0	6	transcript/44191,transcript/50989,transcript/49402,transcript/47045,transcript/46948,transcript/28627
5939_0	2	transcript/28733,transcript/33378
5940_1	7	transcript/4050,transcript/27591,transcript/34083,transcript/29281,transcript/30824,transcript/32625,transcript/29328
5940_2	14	transcript/35329,transcript/13847,transcript/32655,transcript/56301,transcript/34499,transcript/34285,transcript/36335,transcript/35127,transcript/38081,transcript/33934,transcript/32963,transcript/35573,transcript/34679,transcript/31851
5941_0	7	transcript/31564,transcript/34221,transcript/31674,transcript/28116,transcript/40660,transcript/31773,transcript/36935
5942_0	2	transcript/28152,transcript/46074
5943_0	2	transcript/30937,transcript/28532
5944_0	3	transcript/37894,transcript/37646,transcript/29067
5945_0	2	transcript/30009,transcript/29092
5946_0	3	transcript/26935,transcript/34443,transcript/29466
5947_0	3	transcript/28141,transcript/41905,transcript/32559
5948_0	3	transcript/28184,transcript/36680,transcript/39343
5949_0	2	transcript/32139,transcript/27609
5950_0	2	transcript/29109,transcript/28099
5951_0	3	transcript/29529,transcript/28157,transcript/33112
5953_0	7	transcript/40067,transcript/33631,transcript/31595,transcript/28315,transcript/32948,transcript/43608,transcript/33277
5954_0	4	transcript/28332,transcript/27879,transcript/32570,transcript/34894
5955_0	9	transcript/44024,transcript/44020,transcript/39361,transcript/28339,transcript/30507,transcript/35951,transcript/41536,transcript/40304,transcript/40774
5955_1	3	transcript/37287,transcript/42234,transcript/46924
5956_0	3	transcript/27620,transcript/29410,transcript/37313
5957_0	2	transcript/30422,transcript/28139
5958_0	2	transcript/28307,transcript/31618
5959_0	5	transcript/30233,transcript/31514,transcript/32238,transcript/28314,transcript/34795
59_0	3	transcript/1018,transcript/838,transcript/956
5960_0	8	transcript/32134,transcript/28499,transcript/38823,transcript/34923,transcript/32909,transcript/35626,transcript/40217,transcript/23566
